job_id,job_title,company_name,company_rating,location,experience_min_yrs,experience_max_yrs,salary_min_lpa,salary_max_lpa,salary_disclosed,skills_required,work_mode,company_size_bucket,salary_tier,experience_tier,is_senior,primary_city,skill_domain,salary_midpoint_lpa,days_since_posted,is_fresher_friendly,salary_for_analysis
6481,Data Analyst,Black and white Business Solution,3.6,"Hyderabad, Bengaluru",8,13,10.0,20.0,True,"Tableau, Data Analytics, SQL, Snowflake, Data Bricks, Data analysis, Bricks, Analytics",On-site,Small/Startup (<100),Senior (10-20 LPA),Senior (6-8 Yrs),False,Hyderabad,Business Intelligence,15.0,21,False,15.0
6482,Data Analyst,Naghavi Fintech,3.6,Bengaluru,5,9,0.0,0.0,False,"SAS, Cognos, TIBCO, power bi, Data analytics, Analytics, Data, Data analysis",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6483,Data Analyst,Net2Source,3.6,Bengaluru,4,6,0.0,0.0,False,"Power Bi, Tableau, Python, Data Analytics, Data, Analytics, Data analysis, Bi",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6484,Statistician/Data Analyst,Two95 International,4.0,Bengaluru,5,10,0.0,0.0,False,"GIS, Data analysis, Data validation, Analytical, power bi, Data Analyst, Data analytics, data visualization",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6485,Data Analyst,Magellanic Cloud,2.0,"Hyderabad, Pune, Bengaluru",5,8,8.0,18.0,True,"Data Validation, Azure Data Factory, databricks, ETL, SQL, Data Lakehouse, Python, Microsoft Azure",On-site,Small/Startup (<100),Mid (6-10 LPA),Mid (3-5 Yrs),False,Hyderabad,Business Intelligence,13.0,7,False,13.0
6486,Data Analyst,Leading Client,3.6,Bengaluru,4,6,0.0,0.0,False,"Data Analyst, Business Intelligence, Administration, Agile Methodologies, Analytical Skills, Statistics, Analytics, Sql",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,7,False,
6487,Data Analyst,Ahana Systems & Solutions,3.8,Bengaluru,1,4,0.0,0.0,False,"Automation, Process improvement, Marketing campaigns, model development, Data Analyst, banking products, Operations, Business banking",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,14,True,
6488,BA / Data Analyst,tekskills,3.6,"Hybrid - Bengaluru, india",0,0,0.0,0.0,False,"Database, ETL, Data warehousing, Data Science, Big Data, Data, Data analysis, DBMS",Hybrid,Small/Startup (<100),Undisclosed,Fresher,False,Bangalore,Business Intelligence,0.0,7,True,
6489,Data Analyst,Saviynt,2.5,Bengaluru,2,7,0.0,0.0,False,"Automation, Data analysis, Data quality, Business strategy, data visualization, Operations, Analytics, SQL",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6490,Data Analyst,L&T Technology Services (LTTS),3.6,Bengaluru,14,22,25.0,40.0,True,"Oil And Gas, Data Analytics, Opc Ua, Gas, OPC, Analytics, Data, Oil",On-site,Large (1000+),Leadership (20+ LPA),Lead/Architect (9+ Yrs),False,Bangalore,Business Intelligence,32.5,21,False,32.5
6491,Data Analyst,Gokaldas Exports,3.9,Bengaluru,8,12,0.0,0.0,False,"Power Bi, Advanced Excel, SQL, Data, Data analysis, Excel, Bi",On-site,Small/Startup (<100),Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6492,DATA ANALYST,Scaleup Mission IT services,4.5,Bengaluru,3,4,0.0,0.0,False,"Operations management, Operations Analyst, Data Analyst, HR, Business strategy, Data, Operations, Data analysis",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6493,Data Analyst,MS Guide World,3.6,Bengaluru,4,9,0.0,0.0,False,"Solution design, Data analysis, Data modeling, Healthcare, Data analytics, Business intelligence, Project delivery, Python",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6494,Data Analyst - BLR,Photon,4.1,Bengaluru,6,9,0.0,0.0,False,"Data analysis, Business analysis, Trend analysis, data governance, Data quality, Informatica, Quality tools, Financial services",On-site,Small/Startup (<100),Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6495,Data Analyst,Indegene,3.3,"Bangalore Rural, Bengaluru",3,5,0.0,0.0,False,"Excel, Power Bi, Advanced Excel, DAX, Data, Data analysis, Bi",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6496,Data Analyst 3,Lam Research,3.8,Bengaluru,7,9,0.0,0.0,False,"Supply chain, Automation, Data analysis, Business analytics, Flex, power bi, Troubleshooting, Data mining",On-site,Small/Startup (<100),Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,14,False,
6497,Data Analyst (AI & Data Platform),"Everbridge, Inc.",4.6,Bengaluru,2,5,0.0,0.0,False,"Data analysis, Coding, Business analytics, Analytical, Workflow, Business intelligence, Forecasting, Analytics",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,14,False,
6498,Data Analyst - I,Pice App,3.5,Bengaluru,1,3,0.0,0.0,False,"Automation, Product engineering, query optimization, orchestration, Postgresql, OLAP, Stakeholder management, Analytics",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6499,Data Analyst,Premium Aerotec,3.6,Bengaluru,3,8,0.0,0.0,False,"Data analysis, Aviation, Analytical, MySQL, Data collection, Data quality, Oracle, Monitoring",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6500,Data Analyst,Lobotus Technology,3.2,Bengaluru,3,5,0.0,0.0,False,"Basic, Excel, VLOOKUP, Data processing, Data Analyst, Processing, Data analysis, Process",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6501,Data Analyst,Laundryheap Limited,3.0,Bengaluru,3,5,0.0,0.0,False,"Data analysis, Automation, Analytical, Data processing, Data structures, Forecasting, Analytics, SQL",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6502,Data Analyst,Pico Xpress,3.1,Bengaluru,3,5,0.0,0.0,False,"data analyst, data pipelines, Data management, Data Analysis, Data, Pipeline, Management, Data Pipeline",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6503,Data Analyst,Infovision Labs,3.6,Hybrid - Bengaluru,5,10,5.0,15.0,True,"Microstrategy, MSTR, micro strategy, Python, Data analysis, Data",Hybrid,Small/Startup (<100),Junior (3-6 LPA),Mid (3-5 Yrs),False,Bangalore,Business Intelligence,10.0,21,False,10.0
6504,Data Analyst,Q-DAT IT SOLUTIONS PVT. LTD.,3.6,Bengaluru,1,3,0.0,0.0,False,"database maintenance, data analysis, strong analytical skills, documentation, problem solving, dashboards, database administration, excel",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6505,Data Analyst,Dayforce,3.9,Bengaluru,2,7,0.0,0.0,False,"Computer science, Payroll, Manager Quality Assurance, Version control, Data management, Machine learning, Workflow, Scheduling",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,AI/ML/DL,0.0,21,False,
6506,Data Analyst,Smiths Detection,3.7,Bengaluru,2,7,0.0,0.0,False,"ERP, SAP, Aviation, Analytical, Billing, DNS, HTML, Recruitment",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6507,Data Analyst,Viaprom Technologies,3.9,Bengaluru,2,4,0.0,0.0,False,"data analyst, python, data analysis, mathematics, version control, data processing, power bi, numpy",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6508,Data Analyst (Databricks),Everforth Quinnox,3.9,Hybrid - Bengaluru,4,9,0.0,0.0,False,"Power Bi, Delta, Azure Databricks, Tableau, SQL, Adls Gen2, Azure Synapse, Pyspark",Hybrid,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6509,Data Analyst,Grid Dynamics,3.1,Bengaluru,2,7,0.0,0.0,False,"Version control, GIT, GCP, MySQL, Cost management, Data processing, Data Analyst, Medical insurance",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6510,Compliance Data Analyst,Payoneer,3.7,Bengaluru,3,8,0.0,0.0,False,"risk management, data analysis, strong analytical skills, credit card operations, pivot table, business analysis, vlookup, workforce management",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6511,Treasury Data Analyst,Payoneer,3.7,Bengaluru,1,4,0.0,0.0,False,"python, macros, data analysis, modeling, power bi, data automation, data pipeline, regulatory reporting",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6512,Data Analyst,Rapsys Tech Solutions,3.6,Bengaluru,3,8,0.0,0.0,False,"Unix, Usage, GIT, GCP, Datastage, Control-M, Data Analyst, Data warehousing",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6513,Splunk Data Analyst,Apptad,4.2,Hybrid - Bengaluru(Bellandur),5,10,0.0,0.0,False,"Data Lake, Splunk, SQL, Data Analysis, Tableau, Analysis, Data",Hybrid,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6514,Data Analyst,Habuild,3.5,Bengaluru,1,4,0.0,0.0,False,"data analysis, modeling, problem solving, process improvement, sql, database design, excel, operations",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,14,True,
6515,Data Analyst,Cantik Technologies Pvt Ltd,3.6,"Hyderabad, Bengaluru",7,15,0.0,0.0,False,"Data Analysis, FX, Data Governance, Trade Finance, Corporate Lending, Swaps, Treasury, Data Flow",On-site,Small/Startup (<100),Undisclosed,Senior (6-8 Yrs),False,Hyderabad,Business Intelligence,0.0,14,False,
6516,Data Analyst,Barracuda Networks,3.5,Bengaluru,1,3,0.0,0.0,False,"Data validation, Manager Quality Assurance, Business analytics, Analytical, Data quality, Business intelligence, Troubleshooting, Analytics",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6517,Data Analyst,Skit.ai,3.3,Bengaluru,1,3,0.0,0.0,False,"Product Analyst, Product quality, Data analysis, Google Analytics, Customer satisfaction, Machine learning, Agile, Data Analyst",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,AI/ML/DL,0.0,21,True,
6518,Data Analyst,Swiss Re,3.8,Bengaluru,1,4,0.0,0.0,False,"rally, azure devops, communication skills, jira, Microsoft Azure, Data analysis, Devops, Data",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6519,Data Analyst - People Success,Regalix,2.7,Bengaluru,2,6,0.0,0.0,False,"Career development, Data analysis, Analytical, power bi, Data Analyst, Advanced Excel, Business intelligence, Macros",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6520,Data Analyst,Hyperthink Systems,2.4,Bengaluru,2,5,0.0,0.0,False,"Data analysis, Data management, Project management, Machine learning, Data mining, Analytics, SQL, Python",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,AI/ML/DL,0.0,21,False,
6521,Data Analyst,Xoom,3.6,Bengaluru,1,6,0.0,0.0,False,"Procurement, Automation, Business objects, Excel, Management consulting, Stored procedures, Analytics, Financial services",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6522,Data Analyst III,Skan,3.6,Bengaluru,6,11,0.0,0.0,False,"Data analysis, SSRS, OLAP, SSIS, Business intelligence, microsoft, Data mining, Analytics",On-site,Small/Startup (<100),Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6523,Data Governance and Data Analyst,Clifyx Technology,3.3,Bengaluru,7,12,0.0,0.0,False,"Data analysis, Data management, Analytical, Billing, data governance, Data quality, JSON, data visualization",On-site,Small/Startup (<100),Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6524,Data Analyst,Neuralix Ai,3.6,Bengaluru,2,6,0.0,0.0,False,"Computer science, Data analysis, Trend analysis, Machine learning, Data collection, Predictive modeling, Data quality, Forecasting",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,AI/ML/DL,0.0,21,False,
6525,Data Analyst,Quarks Technosoft,3.6,Bengaluru,3,5,0.0,0.0,False,"Data analysis, Google Analytics, Web analytics, Business analysis, Business analytics, Analytical, Consulting, Business case",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6526,Data Analyst,Growtharc Technologies,4.1,Bengaluru,8,13,0.0,0.0,False,"Root cause analysis, Excel, Sales operations, Agile scrum, Business Analyst, Business Data Analyst, Supply chain operations, Corporate finance",On-site,Small/Startup (<100),Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6527,Data Analyst Compliance.New York Compliance,Mashreq Global Services,3.1,Bengaluru,5,7,0.0,0.0,False,"Automation, Production support, MIS, Analytical, PLSQL, Stored procedures, Macros, Monitoring",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6528,Data Analyst,Diverse Lynx,3.4,Bengaluru,5,8,0.0,0.0,False,"Data Analyst, Data, Data analysis",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6529,Data Analyst,Altek Institution,3.6,Bengaluru,8,13,0.0,0.0,False,"Training, Data Analyst, Teaching, Data analysis, Data",On-site,Small/Startup (<100),Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6530,Data Analyst,Pradeepit Consulting Services,4.6,Bengaluru,5,7,0.0,0.0,False,"SQL queries, Data analysis, Data Analyst, Data quality, data integrity, Mathematics, Informatica, Data warehousing",On-site,Large (1000+),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6531,Data Analyst,Plumgoodness,2.9,Bengaluru,1,3,0.0,0.0,False,"insurance, modeling, bi, anomaly detection, fintech, dashboards, sql, salesforce",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6532,Data Analyst,Miles,3.4,Bengaluru,5,10,0.0,0.0,False,"Computer science, Data analysis, Automation, Data validation, tableau, Analytical, Marketing operations, Data Analyst",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6533,data analyst,Etomate Technology,1.0,Bengaluru,2,7,0.0,0.0,False,"Com, Relationship Executive, Excel, Star, Database, Data Analyst, Business intelligence, Macros",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6534,Data Analyst,Superk,3.9,Bengaluru,1,2,0.0,0.0,False,"ERP, Data analysis, Demand planning, Demand forecasting, Process improvement, Online sales, Data Analyst, Analytics",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6535,Data Analyst,Etomate Technology,1.0,Bengaluru,1,4,0.0,0.0,False,"Business process, Process automation, ERP, process integration, Project management, Business analytics, Business intelligence, Macros",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6536,Data Analyst,Brickwork Ratings (BWR),3.4,Bengaluru,3,5,0.0,0.0,False,"MIS reporting, Loans, Bengali, Project finance, Analytical, Billing, Structured finance, Programming",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6537,Data Analyst,Chidhagni Consulting,4.8,Bengaluru,1,4,0.0,0.0,False,"microsoft office, emerging technologies, data analysis, design, statistical modeling, process improvement, visualization tools, data visualization",On-site,Large (1000+),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6538,Data Analyst,Logic Planet,2.8,Bengaluru,3,12,0.0,0.0,False,"Analytical skills, Data analysis, Mentor, Application development, Application Lead, data visualization, Management, Data",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6539,Data Analyst,Clifyx Technology,3.3,Bengaluru,1,4,0.0,0.0,False,"Billing, Data Analyst, microsoft, Data analysis, Data",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6540,Data Analyst,TLD Group,3.6,Bengaluru,1,3,0.0,0.0,False,"erp, grafana, writing, power bi, erp user, communication skills, infor, Data",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
6541,Data Analyst,Aeries Technology,3.1,Bengaluru,3,6,0.0,0.0,False,"driving, ssrs, power bi, data structures, etl, sql, communication skills, statistics",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6542,Data Analyst,Thoucentric,3.7,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",3,5,0.0,0.0,False,"Unix, Data analysis, Automation, Web analytics, Analytical, Consulting, Data processing, Windows",On-site,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Hubli,Business Intelligence,0.0,21,False,
6543,Wind Data Analyst,First Source Energy India,3.6,Bengaluru,2,3,0.0,0.0,False,"Data analysis, Networking, Renewable energy, Mechanical, Data Analyst, wind energy, Data quality, Sensors",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6544,Data Analyst,Iflow,4.7,Bengaluru,6,11,0.0,0.0,False,"Statistical programming, Stakeholder Engagement, Data analysis, Analytical, Data collection, data visualization, Business intelligence, Continuous improvement",On-site,Small/Startup (<100),Undisclosed,Senior (6-8 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6545,Data Analyst,CAMSDATA,3.5,Bengaluru,2,8,0.0,0.0,False,"tableau, Google Analytics, Excel, MIS, query, Cloud, Data Analyst, SQL",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,False,
6546,Splunk Data Analyst with Data Lake +SQL,Apptad,4.2,"Hybrid - Hyderabad, Pune, Bengaluru",5,9,0.0,0.0,False,"Data Lake, Splunk, Splunk Data Analyst, SQL, Amplitude, complex SQL, Tableau, Data analysis",Hybrid,Small/Startup (<100),Undisclosed,Mid (3-5 Yrs),False,Hyderabad,Business Intelligence,0.0,14,False,
6547,Data Analyst,Fleek,3.4,Bengaluru,1,2,0.0,0.0,False,"Data validation, Data modeling, Analytical, Healthcare, Manager Quality Control, Operations, Analytics, Wholesale",On-site,Small/Startup (<100),Undisclosed,Junior (0-2 Yrs),False,Bangalore,Business Intelligence,0.0,21,True,
